month,generated_count,real_count,avg_similarity
2024-07,40,2283,0.4742594540119171
2024-08,40,2092,0.47553459107875823
2024-09,40,2148,0.496365799754858
2024-10,40,2262,0.4728706803172827
2024-11,40,2021,0.45290729105472566
2024-12,40,1855,0.47854445278644564
2025-01,40,2329,0.4729759357869625
2025-02,40,2034,0.47314862757921217
