"train/global_step","rare-sunset-210 - _step","rare-sunset-210 - _step__MIN","rare-sunset-210 - _step__MAX","rare-sunset-210 - train/rewards/wrapped_reward/mean","rare-sunset-210 - train/rewards/wrapped_reward/mean__MIN","rare-sunset-210 - train/rewards/wrapped_reward/mean__MAX","royal-water-208 - _step","royal-water-208 - _step__MIN","royal-water-208 - _step__MAX","royal-water-208 - train/rewards/wrapped_reward/mean","royal-water-208 - train/rewards/wrapped_reward/mean__MIN","royal-water-208 - train/rewards/wrapped_reward/mean__MAX"
"269","4302","4302","4302","0.34375","0.34375","0.34375","4302","4302","4302","0.6875","0.6875","0.6875"
"270","4318","4318","4318","0.34375","0.34375","0.34375","4318","4318","4318","0.8125","0.8125","0.8125"
"271","4334","4334","4334","0.40625","0.40625","0.40625","4334","4334","4334","0.71875","0.71875","0.71875"
"272","4350","4350","4350","0.5625","0.5625","0.5625","4350","4350","4350","0.625","0.625","0.625"
"273","4366","4366","4366","0.4375","0.4375","0.4375","4366","4366","4366","0.78125","0.78125","0.78125"
"274","4382","4382","4382","0.625","0.625","0.625","4382","4382","4382","0.90625","0.90625","0.90625"
"275","4398","4398","4398","0.5625","0.5625","0.5625","4398","4398","4398","0.625","0.625","0.625"
"276","4414","4414","4414","0.75","0.75","0.75","4414","4414","4414","0.5625","0.5625","0.5625"
"277","4430","4430","4430","0.6875","0.6875","0.6875","4430","4430","4430","0.78125","0.78125","0.78125"
"278","4446","4446","4446","0.375","0.375","0.375","4446","4446","4446","0.59375","0.59375","0.59375"
"279","4462","4462","4462","0.625","0.625","0.625","4462","4462","4462","0.5625","0.5625","0.5625"
"280","4478","4478","4478","0.65625","0.65625","0.65625","4478","4478","4478","0.84375","0.84375","0.84375"
"281","4494","4494","4494","0.5625","0.5625","0.5625","4494","4494","4494","0.46875","0.46875","0.46875"
"282","4510","4510","4510","0.84375","0.84375","0.84375","4510","4510","4510","0.625","0.625","0.625"
"283","4526","4526","4526","0.75","0.75","0.75","4526","4526","4526","0.8125","0.8125","0.8125"
"284","4542","4542","4542","0.53125","0.53125","0.53125","4542","4542","4542","0.40625","0.40625","0.40625"
"285","4558","4558","4558","0.4375","0.4375","0.4375","4558","4558","4558","0.5625","0.5625","0.5625"
"286","4574","4574","4574","0.5625","0.5625","0.5625","4574","4574","4574","0.875","0.875","0.875"
"287","4590","4590","4590","0.5","0.5","0.5","4590","4590","4590","1","1","1"
"288","4606","4606","4606","0.4375","0.4375","0.4375","4606","4606","4606","0.5","0.5","0.5"
"289","4622","4622","4622","0.78125","0.78125","0.78125","4622","4622","4622","0.65625","0.65625","0.65625"
"290","4638","4638","4638","0.875","0.875","0.875","4638","4638","4638","0.71875","0.71875","0.71875"
"291","4654","4654","4654","0.6875","0.6875","0.6875","4654","4654","4654","0.34375","0.34375","0.34375"
"292","4670","4670","4670","0.5","0.5","0.5","4670","4670","4670","0.875","0.875","0.875"
"293","4686","4686","4686","0.46875","0.46875","0.46875","4686","4686","4686","0.65625","0.65625","0.65625"
"294","4702","4702","4702","0.75","0.75","0.75","4702","4702","4702","0.5625","0.5625","0.5625"
"295","4718","4718","4718","0.59375","0.59375","0.59375","4718","4718","4718","0.875","0.875","0.875"
"296","4734","4734","4734","0.625","0.625","0.625","4734","4734","4734","0.625","0.625","0.625"
"297","4750","4750","4750","0.8125","0.8125","0.8125","4750","4750","4750","0.625","0.625","0.625"
"298","4766","4766","4766","0.71875","0.71875","0.71875","4766","4766","4766","0.875","0.875","0.875"
"299","4782","4782","4782","0.5","0.5","0.5","4782","4782","4782","0.84375","0.84375","0.84375"
"300","4798","4798","4798","0.40625","0.40625","0.40625","4798","4798","4798","0.875","0.875","0.875"
"301","4814","4814","4814","0.34375","0.34375","0.34375","4814","4814","4814","0.5","0.5","0.5"
"302","4830","4830","4830","0.6875","0.6875","0.6875","4830","4830","4830","0.75","0.75","0.75"
"303","4846","4846","4846","0.59375","0.59375","0.59375","4846","4846","4846","0.875","0.875","0.875"
"304","4862","4862","4862","0.3125","0.3125","0.3125","4862","4862","4862","0.625","0.625","0.625"
"305","4878","4878","4878","0.5625","0.5625","0.5625","4878","4878","4878","0.75","0.75","0.75"
"306","4894","4894","4894","0.8125","0.8125","0.8125","4894","4894","4894","0.625","0.625","0.625"
"307","4910","4910","4910","0.375","0.375","0.375","4910","4910","4910","0.9375","0.9375","0.9375"
"308","4926","4926","4926","0.625","0.625","0.625","4926","4926","4926","0.46875","0.46875","0.46875"
"309","4942","4942","4942","0.625","0.625","0.625","4942","4942","4942","0.65625","0.65625","0.65625"
"310","4958","4958","4958","0.59375","0.59375","0.59375","4958","4958","4958","0.5625","0.5625","0.5625"
"311","4974","4974","4974","0.65625","0.65625","0.65625","4974","4974","4974","0.625","0.625","0.625"
"312","4990","4990","4990","0.6875","0.6875","0.6875","4990","4990","4990","0.53125","0.53125","0.53125"
"313","5006","5006","5006","0.625","0.625","0.625","5006","5006","5006","0.75","0.75","0.75"
"314","5022","5022","5022","0.6875","0.6875","0.6875","5022","5022","5022","0.71875","0.71875","0.71875"
"315","5038","5038","5038","0.21875","0.21875","0.21875","5038","5038","5038","0.84375","0.84375","0.84375"
"316","5054","5054","5054","0.875","0.875","0.875","5054","5054","5054","0.65625","0.65625","0.65625"
"317","5070","5070","5070","0.3125","0.3125","0.3125","5070","5070","5070","0.71875","0.71875","0.71875"
"318","5086","5086","5086","0.6875","0.6875","0.6875","5086","5086","5086","0.53125","0.53125","0.53125"
"319","5102","5102","5102","0.5625","0.5625","0.5625","5102","5102","5102","0.78125","0.78125","0.78125"
"320","5118","5118","5118","0.6875","0.6875","0.6875","5118","5118","5118","0.5625","0.5625","0.5625"
"321","5134","5134","5134","0.625","0.625","0.625","5134","5134","5134","0.65625","0.65625","0.65625"
"322","5150","5150","5150","0.53125","0.53125","0.53125","5150","5150","5150","0.6875","0.6875","0.6875"
"323","5166","5166","5166","0.6875","0.6875","0.6875","5166","5166","5166","0.9375","0.9375","0.9375"
"324","5182","5182","5182","0.4375","0.4375","0.4375","5182","5182","5182","0.71875","0.71875","0.71875"
"325","5198","5198","5198","0.71875","0.71875","0.71875","5198","5198","5198","0.34375","0.34375","0.34375"
"326","5214","5214","5214","0.40625","0.40625","0.40625","5214","5214","5214","0.59375","0.59375","0.59375"
"327","5230","5230","5230","0.53125","0.53125","0.53125","5230","5230","5230","0.3125","0.3125","0.3125"
"328","5246","5246","5246","0.59375","0.59375","0.59375","5246","5246","5246","0.90625","0.90625","0.90625"
"329","5262","5262","5262","0.625","0.625","0.625","5262","5262","5262","0.71875","0.71875","0.71875"
"330","5278","5278","5278","0.625","0.625","0.625","5278","5278","5278","0.78125","0.78125","0.78125"
"331","5294","5294","5294","0.65625","0.65625","0.65625","5294","5294","5294","0.84375","0.84375","0.84375"
"332","5310","5310","5310","0.59375","0.59375","0.59375","5310","5310","5310","0.6875","0.6875","0.6875"
"333","5326","5326","5326","0.71875","0.71875","0.71875","5326","5326","5326","0.9375","0.9375","0.9375"
"334","5342","5342","5342","0.5","0.5","0.5","5342","5342","5342","0.625","0.625","0.625"
"335","5358","5358","5358","0.84375","0.84375","0.84375","5358","5358","5358","0.6875","0.6875","0.6875"
"336","5374","5374","5374","0.65625","0.65625","0.65625","5374","5374","5374","0.625","0.625","0.625"
"337","5390","5390","5390","0.59375","0.59375","0.59375","5390","5390","5390","0.625","0.625","0.625"
"338","5406","5406","5406","0.53125","0.53125","0.53125","5406","5406","5406","0.75","0.75","0.75"
"339","5422","5422","5422","0.5625","0.5625","0.5625","5422","5422","5422","0.875","0.875","0.875"
"340","5438","5438","5438","0.8125","0.8125","0.8125","5438","5438","5438","0.96875","0.96875","0.96875"
"341","5454","5454","5454","0.625","0.625","0.625","5454","5454","5454","0.71875","0.71875","0.71875"
"342","5470","5470","5470","0.1875","0.1875","0.1875","5470","5470","5470","0.875","0.875","0.875"
"343","5486","5486","5486","0.75","0.75","0.75","5486","5486","5486","0.625","0.625","0.625"
"344","5502","5502","5502","0.625","0.625","0.625","5502","5502","5502","0.5","0.5","0.5"
"345","5518","5518","5518","0.6875","0.6875","0.6875","5518","5518","5518","0.90625","0.90625","0.90625"
"346","5534","5534","5534","0.5625","0.5625","0.5625","5534","5534","5534","0.625","0.625","0.625"
"347","5550","5550","5550","0.5625","0.5625","0.5625","5550","5550","5550","0.625","0.625","0.625"
"348","5566","5566","5566","0.59375","0.59375","0.59375","5566","5566","5566","0.8125","0.8125","0.8125"
"349","5582","5582","5582","0.375","0.375","0.375","5582","5582","5582","0.71875","0.71875","0.71875"
"350","5598","5598","5598","0.6875","0.6875","0.6875","5598","5598","5598","0.71875","0.71875","0.71875"
"351","5614","5614","5614","0.375","0.375","0.375","5614","5614","5614","0.65625","0.65625","0.65625"
"352","5630","5630","5630","0.40625","0.40625","0.40625","5630","5630","5630","0.71875","0.71875","0.71875"
"353","5646","5646","5646","0.625","0.625","0.625","5646","5646","5646","0.6875","0.6875","0.6875"
"354","5662","5662","5662","0.65625","0.65625","0.65625","5662","5662","5662","0.5","0.5","0.5"
"355","5678","5678","5678","0.625","0.625","0.625","5678","5678","5678","0.53125","0.53125","0.53125"
"356","5694","5694","5694","0.71875","0.71875","0.71875","5694","5694","5694","0.84375","0.84375","0.84375"
"357","5710","5710","5710","0.5","0.5","0.5","5710","5710","5710","0.8125","0.8125","0.8125"
"358","5726","5726","5726","0.75","0.75","0.75","5726","5726","5726","0.75","0.75","0.75"
"359","5742","5742","5742","0.375","0.375","0.375","5742","5742","5742","0.875","0.875","0.875"
"360","5758","5758","5758","0.75","0.75","0.75","5758","5758","5758","0.8125","0.8125","0.8125"
"361","5774","5774","5774","0.71875","0.71875","0.71875","5774","5774","5774","0.59375","0.59375","0.59375"
"362","5790","5790","5790","0.5625","0.5625","0.5625","5790","5790","5790","0.75","0.75","0.75"
"363","5806","5806","5806","0.71875","0.71875","0.71875","5806","5806","5806","0.59375","0.59375","0.59375"
"364","5822","5822","5822","0.625","0.625","0.625","5822","5822","5822","0.78125","0.78125","0.78125"
"365","5838","5838","5838","0.6875","0.6875","0.6875","5838","5838","5838","0.59375","0.59375","0.59375"
"366","5854","5854","5854","0.5625","0.5625","0.5625","5854","5854","5854","0.625","0.625","0.625"
"367","5870","5870","5870","0.625","0.625","0.625","5870","5870","5870","0.90625","0.90625","0.90625"
"368","5886","5886","5886","0.46875","0.46875","0.46875","5886","5886","5886","0.71875","0.71875","0.71875"
"369","5902","5902","5902","0.5","0.5","0.5","5902","5902","5902","0.59375","0.59375","0.59375"
"370","5918","5918","5918","0.625","0.625","0.625","5918","5918","5918","0.84375","0.84375","0.84375"
"371","5934","5934","5934","0.65625","0.65625","0.65625","5934","5934","5934","0.9375","0.9375","0.9375"
"372","5950","5950","5950","0.71875","0.71875","0.71875","5950","5950","5950","0.875","0.875","0.875"
"373","5966","5966","5966","0.625","0.625","0.625","5966","5966","5966","0.84375","0.84375","0.84375"
"374","5982","5982","5982","0.625","0.625","0.625","5982","5982","5982","0.59375","0.59375","0.59375"
"375","5998","5998","5998","0.71875","0.71875","0.71875","5998","5998","5998","0.75","0.75","0.75"
"376","6014","6014","6014","0.84375","0.84375","0.84375","6014","6014","6014","0.75","0.75","0.75"
"377","6030","6030","6030","0.78125","0.78125","0.78125","6030","6030","6030","0.625","0.625","0.625"
"378","6046","6046","6046","0.65625","0.65625","0.65625","6046","6046","6046","0.75","0.75","0.75"
"379","6062","6062","6062","0.6875","0.6875","0.6875","6062","6062","6062","0.8125","0.8125","0.8125"
"380","6078","6078","6078","0.875","0.875","0.875","6078","6078","6078","0.6875","0.6875","0.6875"
"381","6094","6094","6094","0.8125","0.8125","0.8125","6094","6094","6094","0.96875","0.96875","0.96875"
"382","6110","6110","6110","0.4375","0.4375","0.4375","6110","6110","6110","0.65625","0.65625","0.65625"
"383","6126","6126","6126","0.75","0.75","0.75","6126","6126","6126","0.65625","0.65625","0.65625"
"384","6142","6142","6142","0.4375","0.4375","0.4375","6142","6142","6142","0.90625","0.90625","0.90625"
"385","6158","6158","6158","0.65625","0.65625","0.65625","6158","6158","6158","0.53125","0.53125","0.53125"
"386","6174","6174","6174","0.6875","0.6875","0.6875","6174","6174","6174","0.46875","0.46875","0.46875"
"387","6190","6190","6190","0.875","0.875","0.875","6190","6190","6190","0.5","0.5","0.5"
"388","6206","6206","6206","0.6875","0.6875","0.6875","6206","6206","6206","0.6875","0.6875","0.6875"
"389","6222","6222","6222","0.625","0.625","0.625","6222","6222","6222","0.875","0.875","0.875"
"390","6238","6238","6238","0.40625","0.40625","0.40625","6238","6238","6238","0.5625","0.5625","0.5625"
"391","6254","6254","6254","0.71875","0.71875","0.71875","6254","6254","6254","0.375","0.375","0.375"
"392","6270","6270","6270","0.8125","0.8125","0.8125","6270","6270","6270","0.8125","0.8125","0.8125"
"393","6286","6286","6286","0.75","0.75","0.75","6286","6286","6286","0.71875","0.71875","0.71875"
"394","6302","6302","6302","0.65625","0.65625","0.65625","6302","6302","6302","0.53125","0.53125","0.53125"
"395","6318","6318","6318","0.5625","0.5625","0.5625","6318","6318","6318","0.40625","0.40625","0.40625"
"396","6334","6334","6334","0.46875","0.46875","0.46875","6334","6334","6334","0.6875","0.6875","0.6875"
"397","6350","6350","6350","0.65625","0.65625","0.65625","6350","6350","6350","0.78125","0.78125","0.78125"
"398","6366","6366","6366","0.40625","0.40625","0.40625","6366","6366","6366","0.71875","0.71875","0.71875"
"399","6382","6382","6382","0.65625","0.65625","0.65625","6382","6382","6382","0.8125","0.8125","0.8125"
"400","6398","6398","6398","0.53125","0.53125","0.53125","6398","6398","6398","0.90625","0.90625","0.90625"
"401","6414","6414","6414","0.875","0.875","0.875","6414","6414","6414","0.78125","0.78125","0.78125"
"402","6430","6430","6430","0.8125","0.8125","0.8125","6430","6430","6430","0.4375","0.4375","0.4375"
"403","6446","6446","6446","0.46875","0.46875","0.46875","6446","6446","6446","0.78125","0.78125","0.78125"
"404","6462","6462","6462","0.6875","0.6875","0.6875","6462","6462","6462","0.75","0.75","0.75"
"405","6478","6478","6478","0.875","0.875","0.875","6478","6478","6478","0.71875","0.71875","0.71875"
"406","6494","6494","6494","0.8125","0.8125","0.8125","6494","6494","6494","0.78125","0.78125","0.78125"
"407","6510","6510","6510","0.8125","0.8125","0.8125","6510","6510","6510","0.96875","0.96875","0.96875"
"408","6526","6526","6526","0.6875","0.6875","0.6875","6526","6526","6526","0.75","0.75","0.75"
"409","6542","6542","6542","0.84375","0.84375","0.84375","6542","6542","6542","0.71875","0.71875","0.71875"
"410","6558","6558","6558","0.78125","0.78125","0.78125","6558","6558","6558","0.71875","0.71875","0.71875"
"411","6574","6574","6574","0.6875","0.6875","0.6875","6574","6574","6574","0.65625","0.65625","0.65625"
"412","6590","6590","6590","0.5625","0.5625","0.5625","6590","6590","6590","0.65625","0.65625","0.65625"
"413","6606","6606","6606","0.875","0.875","0.875","6606","6606","6606","0.75","0.75","0.75"
"414","6622","6622","6622","0.59375","0.59375","0.59375","6622","6622","6622","0.8125","0.8125","0.8125"
"415","6638","6638","6638","0.625","0.625","0.625","6638","6638","6638","0.9375","0.9375","0.9375"
"416","6654","6654","6654","0.65625","0.65625","0.65625","6654","6654","6654","0.46875","0.46875","0.46875"
"417","6670","6670","6670","0.53125","0.53125","0.53125","6670","6670","6670","0.40625","0.40625","0.40625"
"418","6686","6686","6686","0.78125","0.78125","0.78125","6686","6686","6686","0.8125","0.8125","0.8125"
"419","6702","6702","6702","0.84375","0.84375","0.84375","6702","6702","6702","0.84375","0.84375","0.84375"
"420","6718","6718","6718","0.75","0.75","0.75","6718","6718","6718","0.75","0.75","0.75"
"421","6734","6734","6734","0.6875","0.6875","0.6875","6734","6734","6734","0.71875","0.71875","0.71875"
"422","6750","6750","6750","0.59375","0.59375","0.59375","6750","6750","6750","0.90625","0.90625","0.90625"
"423","6766","6766","6766","0.6875","0.6875","0.6875","6766","6766","6766","0.65625","0.65625","0.65625"
"424","6782","6782","6782","0.78125","0.78125","0.78125","6782","6782","6782","0.90625","0.90625","0.90625"
"425","6798","6798","6798","0.59375","0.59375","0.59375","6798","6798","6798","0.6875","0.6875","0.6875"
"426","6814","6814","6814","0.78125","0.78125","0.78125","6814","6814","6814","0.875","0.875","0.875"
"427","6830","6830","6830","0.6875","0.6875","0.6875","6830","6830","6830","0.84375","0.84375","0.84375"
"428","6846","6846","6846","0.6875","0.6875","0.6875","6846","6846","6846","0.78125","0.78125","0.78125"
"429","6862","6862","6862","0.8125","0.8125","0.8125","6862","6862","6862","0.875","0.875","0.875"
"430","6878","6878","6878","0.625","0.625","0.625","6878","6878","6878","0.65625","0.65625","0.65625"
"431","6894","6894","6894","0.75","0.75","0.75","6894","6894","6894","0.875","0.875","0.875"
"432","6910","6910","6910","0.8125","0.8125","0.8125","6910","6910","6910","0.84375","0.84375","0.84375"
"433","6926","6926","6926","0.71875","0.71875","0.71875","6926","6926","6926","0.90625","0.90625","0.90625"
"434","6942","6942","6942","0.59375","0.59375","0.59375","6942","6942","6942","0.9375","0.9375","0.9375"
"435","6958","6958","6958","0.53125","0.53125","0.53125","6958","6958","6958","0.75","0.75","0.75"
"436","6974","6974","6974","0.71875","0.71875","0.71875","6974","6974","6974","0.71875","0.71875","0.71875"
"437","6990","6990","6990","0.375","0.375","0.375","6990","6990","6990","0.78125","0.78125","0.78125"
"438","7006","7006","7006","0.6875","0.6875","0.6875","7006","7006","7006","0.625","0.625","0.625"
"439","7022","7022","7022","0.75","0.75","0.75","7022","7022","7022","0.71875","0.71875","0.71875"
"440","7038","7038","7038","0.78125","0.78125","0.78125","7038","7038","7038","0.5625","0.5625","0.5625"
"441","7054","7054","7054","0.75","0.75","0.75","7054","7054","7054","0.65625","0.65625","0.65625"
"442","7070","7070","7070","0.90625","0.90625","0.90625","7070","7070","7070","0.59375","0.59375","0.59375"
"443","7086","7086","7086","0.75","0.75","0.75","7086","7086","7086","0.6875","0.6875","0.6875"
"444","7102","7102","7102","0.71875","0.71875","0.71875","7102","7102","7102","0.78125","0.78125","0.78125"
"445","7118","7118","7118","0.5625","0.5625","0.5625","7118","7118","7118","0.6875","0.6875","0.6875"
"446","7134","7134","7134","0.71875","0.71875","0.71875","7134","7134","7134","0.59375","0.59375","0.59375"
"447","7150","7150","7150","0.75","0.75","0.75","7150","7150","7150","0.84375","0.84375","0.84375"
"448","7166","7166","7166","0.53125","0.53125","0.53125","7166","7166","7166","0.75","0.75","0.75"
"449","7182","7182","7182","0.8125","0.8125","0.8125","7182","7182","7182","0.8125","0.8125","0.8125"
"450","7198","7198","7198","0.5","0.5","0.5","7198","7198","7198","0.5625","0.5625","0.5625"
"451","7214","7214","7214","0.75","0.75","0.75","7214","7214","7214","0.96875","0.96875","0.96875"
"452","7230","7230","7230","0.6875","0.6875","0.6875","7230","7230","7230","0.625","0.625","0.625"
"453","7246","7246","7246","0.78125","0.78125","0.78125","7246","7246","7246","0.78125","0.78125","0.78125"
"454","7262","7262","7262","0.84375","0.84375","0.84375","7262","7262","7262","0.84375","0.84375","0.84375"
"455","7278","7278","7278","0.8125","0.8125","0.8125","7278","7278","7278","0.90625","0.90625","0.90625"
"456","7294","7294","7294","0.78125","0.78125","0.78125","7294","7294","7294","0.78125","0.78125","0.78125"
"457","7310","7310","7310","0.625","0.625","0.625","7310","7310","7310","0.59375","0.59375","0.59375"
"458","7326","7326","7326","0.90625","0.90625","0.90625","7326","7326","7326","0.71875","0.71875","0.71875"
"459","7342","7342","7342","0.78125","0.78125","0.78125","7342","7342","7342","0.9375","0.9375","0.9375"
"460","7358","7358","7358","0.71875","0.71875","0.71875","7358","7358","7358","0.65625","0.65625","0.65625"
"461","7374","7374","7374","0.875","0.875","0.875","7374","7374","7374","0.8125","0.8125","0.8125"
"462","7390","7390","7390","0.71875","0.71875","0.71875","7390","7390","7390","0.78125","0.78125","0.78125"
"463","7406","7406","7406","0.5","0.5","0.5","7406","7406","7406","0.96875","0.96875","0.96875"
"464","7422","7422","7422","0.8125","0.8125","0.8125","7422","7422","7422","0.71875","0.71875","0.71875"
"465","7438","7438","7438","0.75","0.75","0.75","7438","7438","7438","0.75","0.75","0.75"
"466","7454","7454","7454","0.8125","0.8125","0.8125","7454","7454","7454","0.59375","0.59375","0.59375"
"467","7470","7470","7470","0.71875","0.71875","0.71875","7470","7470","7470","0.78125","0.78125","0.78125"
"468","7486","7486","7486","0.875","0.875","0.875","7486","7486","7486","0.65625","0.65625","0.65625"
"469","7502","7502","7502","0.78125","0.78125","0.78125","7502","7502","7502","0.59375","0.59375","0.59375"
"470","7518","7518","7518","0.5625","0.5625","0.5625","7518","7518","7518","0.625","0.625","0.625"
"471","7534","7534","7534","0.75","0.75","0.75","7534","7534","7534","0.84375","0.84375","0.84375"
"472","7550","7550","7550","0.84375","0.84375","0.84375","7550","7550","7550","0.78125","0.78125","0.78125"
"473","7566","7566","7566","0.5625","0.5625","0.5625","7566","7566","7566","0.8125","0.8125","0.8125"
"474","7582","7582","7582","0.875","0.875","0.875","7582","7582","7582","0.6875","0.6875","0.6875"
"475","7598","7598","7598","0.53125","0.53125","0.53125","7598","7598","7598","0.8125","0.8125","0.8125"
"476","7614","7614","7614","0.71875","0.71875","0.71875","7614","7614","7614","0.6875","0.6875","0.6875"
"477","7630","7630","7630","0.59375","0.59375","0.59375","7630","7630","7630","0.59375","0.59375","0.59375"
"478","7646","7646","7646","0.71875","0.71875","0.71875","7646","7646","7646","0.75","0.75","0.75"
"479","7662","7662","7662","0.6875","0.6875","0.6875","7662","7662","7662","0.8125","0.8125","0.8125"
"480","7678","7678","7678","0.71875","0.71875","0.71875","7678","7678","7678","0.6875","0.6875","0.6875"
"481","7694","7694","7694","0.78125","0.78125","0.78125","7694","7694","7694","0.8125","0.8125","0.8125"
"482","7710","7710","7710","0.75","0.75","0.75","7710","7710","7710","0.9375","0.9375","0.9375"
"483","7726","7726","7726","0.75","0.75","0.75","7726","7726","7726","0.875","0.875","0.875"
"484","7742","7742","7742","0.75","0.75","0.75","7742","7742","7742","0.6875","0.6875","0.6875"
"485","7758","7758","7758","0.90625","0.90625","0.90625","7758","7758","7758","0.65625","0.65625","0.65625"
"486","7774","7774","7774","0.8125","0.8125","0.8125","7774","7774","7774","0.59375","0.59375","0.59375"
"487","7790","7790","7790","0.5","0.5","0.5","7790","7790","7790","0.78125","0.78125","0.78125"
"488","7806","7806","7806","0.75","0.75","0.75","7806","7806","7806","0.59375","0.59375","0.59375"
"489","7822","7822","7822","1","1","1","7822","7822","7822","0.84375","0.84375","0.84375"
"490","7838","7838","7838","0.65625","0.65625","0.65625","7838","7838","7838","0.59375","0.59375","0.59375"
"491","7854","7854","7854","0.3125","0.3125","0.3125","7854","7854","7854","0.6875","0.6875","0.6875"
"492","7870","7870","7870","0.8125","0.8125","0.8125","7870","7870","7870","0.65625","0.65625","0.65625"
"493","7886","7886","7886","0.53125","0.53125","0.53125","7886","7886","7886","0.59375","0.59375","0.59375"
"494","7902","7902","7902","0.71875","0.71875","0.71875","7902","7902","7902","0.65625","0.65625","0.65625"
"495","7918","7918","7918","0.84375","0.84375","0.84375","7918","7918","7918","0.5625","0.5625","0.5625"
"496","7934","7934","7934","0.59375","0.59375","0.59375","7934","7934","7934","0.71875","0.71875","0.71875"
"497","7950","7950","7950","0.90625","0.90625","0.90625","7950","7950","7950","0.84375","0.84375","0.84375"
"498","7966","7966","7966","0.625","0.625","0.625","7966","7966","7966","0.875","0.875","0.875"
"499","7982","7982","7982","0.59375","0.59375","0.59375","7982","7982","7982","0.53125","0.53125","0.53125"
"500","7998","7998","7998","0.78125","0.78125","0.78125","7998","7998","7998","0.4375","0.4375","0.4375"
"501","8014","8014","8014","0.75","0.75","0.75","8014","8014","8014","0.9375","0.9375","0.9375"
"502","8030","8030","8030","0.96875","0.96875","0.96875","8030","8030","8030","0.78125","0.78125","0.78125"
"503","8046","8046","8046","0.625","0.625","0.625","8046","8046","8046","0.71875","0.71875","0.71875"
"504","8062","8062","8062","0.6875","0.6875","0.6875","8062","8062","8062","0.65625","0.65625","0.65625"
"505","8078","8078","8078","0.65625","0.65625","0.65625","8078","8078","8078","0.65625","0.65625","0.65625"
"506","8094","8094","8094","0.71875","0.71875","0.71875","8094","8094","8094","0.5625","0.5625","0.5625"
"507","8110","8110","8110","0.84375","0.84375","0.84375","8110","8110","8110","0.90625","0.90625","0.90625"
"508","8126","8126","8126","0.875","0.875","0.875","8126","8126","8126","0.96875","0.96875","0.96875"
"509","8142","8142","8142","0.4375","0.4375","0.4375","8142","8142","8142","0.875","0.875","0.875"
"510","8158","8158","8158","0.84375","0.84375","0.84375","8158","8158","8158","0.4375","0.4375","0.4375"
"511","8174","8174","8174","0.625","0.625","0.625","8174","8174","8174","0.78125","0.78125","0.78125"
"512","8190","8190","8190","0.90625","0.90625","0.90625","8190","8190","8190","0.84375","0.84375","0.84375"
"513","8206","8206","8206","0.65625","0.65625","0.65625","8206","8206","8206","0.6875","0.6875","0.6875"
"514","8222","8222","8222","0.75","0.75","0.75","8222","8222","8222","0.75","0.75","0.75"
"515","8238","8238","8238","0.90625","0.90625","0.90625","8238","8238","8238","0.875","0.875","0.875"
"516","8254","8254","8254","0.71875","0.71875","0.71875","8254","8254","8254","0.78125","0.78125","0.78125"
"517","8270","8270","8270","0.8125","0.8125","0.8125","8270","8270","8270","0.875","0.875","0.875"
"518","8286","8286","8286","0.96875","0.96875","0.96875","8286","8286","8286","0.6875","0.6875","0.6875"
"519","8302","8302","8302","0.84375","0.84375","0.84375","8302","8302","8302","0.78125","0.78125","0.78125"
"520","8318","8318","8318","0.78125","0.78125","0.78125","8318","8318","8318","0.75","0.75","0.75"
"521","8334","8334","8334","0.90625","0.90625","0.90625","8334","8334","8334","0.78125","0.78125","0.78125"
"522","8350","8350","8350","0.625","0.625","0.625","8350","8350","8350","0.46875","0.46875","0.46875"
"523","8366","8366","8366","0.6875","0.6875","0.6875","8366","8366","8366","0.84375","0.84375","0.84375"
"524","8382","8382","8382","0.90625","0.90625","0.90625","8382","8382","8382","0.40625","0.40625","0.40625"
"525","8398","8398","8398","0.78125","0.78125","0.78125","8398","8398","8398","0.75","0.75","0.75"
"526","8414","8414","8414","0.5625","0.5625","0.5625","8414","8414","8414","0.875","0.875","0.875"
"527","8430","8430","8430","0.71875","0.71875","0.71875","8430","8430","8430","0.84375","0.84375","0.84375"
"528","8446","8446","8446","0.5625","0.5625","0.5625","8446","8446","8446","0.8125","0.8125","0.8125"
"529","8462","8462","8462","0.46875","0.46875","0.46875","8462","8462","8462","0.71875","0.71875","0.71875"
"530","8478","8478","8478","0.625","0.625","0.625","8478","8478","8478","0.75","0.75","0.75"
"531","8494","8494","8494","0.65625","0.65625","0.65625","8494","8494","8494","0.65625","0.65625","0.65625"
"532","8510","8510","8510","0.8125","0.8125","0.8125","8510","8510","8510","0.40625","0.40625","0.40625"
"533","8526","8526","8526","0.65625","0.65625","0.65625","8526","8526","8526","0.90625","0.90625","0.90625"
"534","8542","8542","8542","0.40625","0.40625","0.40625","8542","8542","8542","0.65625","0.65625","0.65625"
"535","8558","8558","8558","0.8125","0.8125","0.8125","8558","8558","8558","0.71875","0.71875","0.71875"
"536","8574","8574","8574","0.71875","0.71875","0.71875","8574","8574","8574","0.90625","0.90625","0.90625"
"537","8590","8590","8590","0.9375","0.9375","0.9375","8590","8590","8590","0.6875","0.6875","0.6875"
"538","8606","8606","8606","0.9375","0.9375","0.9375","8606","8606","8606","0.625","0.625","0.625"
"539","8622","8622","8622","0.65625","0.65625","0.65625","8622","8622","8622","0.875","0.875","0.875"
"540","8638","8638","8638","0.8125","0.8125","0.8125","8638","8638","8638","0.65625","0.65625","0.65625"
