"train/global_step","rare-sunset-210 - _step","rare-sunset-210 - _step__MIN","rare-sunset-210 - _step__MAX","rare-sunset-210 - train/rewards/wrapped_reward/mean","rare-sunset-210 - train/rewards/wrapped_reward/mean__MIN","rare-sunset-210 - train/rewards/wrapped_reward/mean__MAX","royal-water-208 - _step","royal-water-208 - _step__MIN","royal-water-208 - _step__MAX","royal-water-208 - train/rewards/wrapped_reward/mean","royal-water-208 - train/rewards/wrapped_reward/mean__MIN","royal-water-208 - train/rewards/wrapped_reward/mean__MAX"
"812","12990","12990","12990","0.875","0.875","0.875","12990","12990","12990","0.75","0.75","0.75"
"813","13006","13006","13006","0.71875","0.71875","0.71875","13006","13006","13006","0.78125","0.78125","0.78125"
"814","13022","13022","13022","0.8125","0.8125","0.8125","13022","13022","13022","0.5625","0.5625","0.5625"
"815","13038","13038","13038","0.90625","0.90625","0.90625","13038","13038","13038","0.53125","0.53125","0.53125"
"816","13054","13054","13054","0.90625","0.90625","0.90625","13054","13054","13054","0.75","0.75","0.75"
"817","13070","13070","13070","1","1","1","13070","13070","13070","0.78125","0.78125","0.78125"
"818","13086","13086","13086","0.6875","0.6875","0.6875","13086","13086","13086","0.59375","0.59375","0.59375"
"819","13102","13102","13102","0.75","0.75","0.75","13102","13102","13102","0.6875","0.6875","0.6875"
"820","13118","13118","13118","0.71875","0.71875","0.71875","13118","13118","13118","0.90625","0.90625","0.90625"
"821","13134","13134","13134","0.96875","0.96875","0.96875","13134","13134","13134","0.84375","0.84375","0.84375"
"822","13150","13150","13150","0.75","0.75","0.75","13150","13150","13150","0.65625","0.65625","0.65625"
"823","13166","13166","13166","0.9375","0.9375","0.9375","13166","13166","13166","0.71875","0.71875","0.71875"
"824","13182","13182","13182","0.8125","0.8125","0.8125","13182","13182","13182","0.90625","0.90625","0.90625"
"825","13198","13198","13198","0.9375","0.9375","0.9375","13198","13198","13198","0.90625","0.90625","0.90625"
"826","13214","13214","13214","0.8125","0.8125","0.8125","13214","13214","13214","0.90625","0.90625","0.90625"
"827","13230","13230","13230","0.6875","0.6875","0.6875","13230","13230","13230","0.6875","0.6875","0.6875"
"828","13246","13246","13246","0.90625","0.90625","0.90625","13246","13246","13246","0.8125","0.8125","0.8125"
"829","13262","13262","13262","0.8125","0.8125","0.8125","13262","13262","13262","0.5","0.5","0.5"
"830","13278","13278","13278","0.78125","0.78125","0.78125","13278","13278","13278","0.46875","0.46875","0.46875"
"831","13294","13294","13294","0.6875","0.6875","0.6875","13294","13294","13294","0.90625","0.90625","0.90625"
"832","13310","13310","13310","0.90625","0.90625","0.90625","13310","13310","13310","0.625","0.625","0.625"
"833","13326","13326","13326","0.875","0.875","0.875","13326","13326","13326","0.9375","0.9375","0.9375"
"834","13342","13342","13342","0.84375","0.84375","0.84375","13342","13342","13342","0.84375","0.84375","0.84375"
"835","13358","13358","13358","0.5","0.5","0.5","13358","13358","13358","0.875","0.875","0.875"
"836","13374","13374","13374","0.78125","0.78125","0.78125","13374","13374","13374","0.875","0.875","0.875"
"837","13390","13390","13390","0.8125","0.8125","0.8125","13390","13390","13390","0.9375","0.9375","0.9375"
"838","13406","13406","13406","0.5","0.5","0.5","13406","13406","13406","0.78125","0.78125","0.78125"
"839","13422","13422","13422","1","1","1","13422","13422","13422","0.625","0.625","0.625"
"840","13438","13438","13438","0.84375","0.84375","0.84375","13438","13438","13438","1","1","1"
"841","13454","13454","13454","0.78125","0.78125","0.78125","13454","13454","13454","0.9375","0.9375","0.9375"
"842","13470","13470","13470","0.875","0.875","0.875","13470","13470","13470","0.625","0.625","0.625"
"843","13486","13486","13486","0.875","0.875","0.875","13486","13486","13486","0.8125","0.8125","0.8125"
"844","13502","13502","13502","0.53125","0.53125","0.53125","13502","13502","13502","0.84375","0.84375","0.84375"
"845","13518","13518","13518","0.84375","0.84375","0.84375","13518","13518","13518","0.71875","0.71875","0.71875"
"846","13534","13534","13534","0.9375","0.9375","0.9375","13534","13534","13534","0.75","0.75","0.75"
"847","13550","13550","13550","1","1","1","13550","13550","13550","0.96875","0.96875","0.96875"
"848","13566","13566","13566","0.96875","0.96875","0.96875","13566","13566","13566","0.84375","0.84375","0.84375"
"849","13582","13582","13582","0.84375","0.84375","0.84375","13582","13582","13582","0.90625","0.90625","0.90625"
"850","13598","13598","13598","0.875","0.875","0.875","13598","13598","13598","0.5","0.5","0.5"
"851","13614","13614","13614","0.96875","0.96875","0.96875","13614","13614","13614","0.71875","0.71875","0.71875"
"852","13630","13630","13630","0.78125","0.78125","0.78125","13630","13630","13630","0.8125","0.8125","0.8125"
"853","13646","13646","13646","0.9375","0.9375","0.9375","13646","13646","13646","0.84375","0.84375","0.84375"
"854","13662","13662","13662","0.8125","0.8125","0.8125","13662","13662","13662","0.8125","0.8125","0.8125"
"855","13678","13678","13678","0.8125","0.8125","0.8125","13678","13678","13678","0.9375","0.9375","0.9375"
"856","13694","13694","13694","0.84375","0.84375","0.84375","13694","13694","13694","0.84375","0.84375","0.84375"
"857","13710","13710","13710","0.5625","0.5625","0.5625","13710","13710","13710","0.84375","0.84375","0.84375"
"858","13726","13726","13726","0.75","0.75","0.75","13726","13726","13726","0.8125","0.8125","0.8125"
"859","13742","13742","13742","0.84375","0.84375","0.84375","13742","13742","13742","0.84375","0.84375","0.84375"
"860","13758","13758","13758","0.71875","0.71875","0.71875","13758","13758","13758","0.875","0.875","0.875"
"861","13774","13774","13774","0.5625","0.5625","0.5625","13774","13774","13774","0.65625","0.65625","0.65625"
"862","13790","13790","13790","0.75","0.75","0.75","13790","13790","13790","0.9375","0.9375","0.9375"
"863","13806","13806","13806","0.6875","0.6875","0.6875","13806","13806","13806","0.8125","0.8125","0.8125"
"864","13822","13822","13822","0.875","0.875","0.875","13822","13822","13822","0.5625","0.5625","0.5625"
"865","13838","13838","13838","0.5625","0.5625","0.5625","13838","13838","13838","0.53125","0.53125","0.53125"
"866","13854","13854","13854","0.5625","0.5625","0.5625","13854","13854","13854","0.6875","0.6875","0.6875"
"867","13870","13870","13870","0.8125","0.8125","0.8125","13870","13870","13870","0.65625","0.65625","0.65625"
"868","13886","13886","13886","0.78125","0.78125","0.78125","13886","13886","13886","0.40625","0.40625","0.40625"
"869","13902","13902","13902","0.75","0.75","0.75","13902","13902","13902","0.6875","0.6875","0.6875"
"870","13918","13918","13918","0.75","0.75","0.75","13918","13918","13918","0.65625","0.65625","0.65625"
"871","13934","13934","13934","0.90625","0.90625","0.90625","13934","13934","13934","0.90625","0.90625","0.90625"
"872","13950","13950","13950","0.9375","0.9375","0.9375","13950","13950","13950","0.6875","0.6875","0.6875"
"873","13966","13966","13966","0.90625","0.90625","0.90625","13966","13966","13966","0.6875","0.6875","0.6875"
"874","13982","13982","13982","0.8125","0.8125","0.8125","13982","13982","13982","0.9375","0.9375","0.9375"
"875","13998","13998","13998","0.71875","0.71875","0.71875","13998","13998","13998","0.5","0.5","0.5"
"876","14014","14014","14014","0.875","0.875","0.875","14014","14014","14014","0.8125","0.8125","0.8125"
"877","14030","14030","14030","0.90625","0.90625","0.90625","14030","14030","14030","0.875","0.875","0.875"
"878","14046","14046","14046","0.96875","0.96875","0.96875","14046","14046","14046","0.84375","0.84375","0.84375"
"879","14062","14062","14062","0.8125","0.8125","0.8125","14062","14062","14062","0.71875","0.71875","0.71875"
"880","14078","14078","14078","0.8125","0.8125","0.8125","14078","14078","14078","0.71875","0.71875","0.71875"
"881","14094","14094","14094","0.65625","0.65625","0.65625","14094","14094","14094","0.96875","0.96875","0.96875"
"882","14110","14110","14110","0.71875","0.71875","0.71875","14110","14110","14110","0.90625","0.90625","0.90625"
"883","14126","14126","14126","0.78125","0.78125","0.78125","14126","14126","14126","0.90625","0.90625","0.90625"
"884","14142","14142","14142","0.8125","0.8125","0.8125","14142","14142","14142","0.6875","0.6875","0.6875"
"885","14158","14158","14158","0.53125","0.53125","0.53125","14158","14158","14158","0.375","0.375","0.375"
"886","14174","14174","14174","0.875","0.875","0.875","14174","14174","14174","0.75","0.75","0.75"
"887","14190","14190","14190","0.71875","0.71875","0.71875","14190","14190","14190","0.59375","0.59375","0.59375"
"888","14206","14206","14206","0.90625","0.90625","0.90625","14206","14206","14206","0.84375","0.84375","0.84375"
"889","14222","14222","14222","0.53125","0.53125","0.53125","14222","14222","14222","0.75","0.75","0.75"
"890","14238","14238","14238","0.78125","0.78125","0.78125","14238","14238","14238","0.75","0.75","0.75"
"891","14254","14254","14254","0.53125","0.53125","0.53125","14254","14254","14254","0.9375","0.9375","0.9375"
"892","14270","14270","14270","0.84375","0.84375","0.84375","14270","14270","14270","0.71875","0.71875","0.71875"
"893","14286","14286","14286","0.625","0.625","0.625","14286","14286","14286","0.75","0.75","0.75"
"894","14302","14302","14302","0.9375","0.9375","0.9375","14302","14302","14302","1","1","1"
"895","14318","14318","14318","0.875","0.875","0.875","14318","14318","14318","0.8125","0.8125","0.8125"
"896","14334","14334","14334","0.84375","0.84375","0.84375","14334","14334","14334","0.6875","0.6875","0.6875"
"897","14350","14350","14350","0.8125","0.8125","0.8125","14350","14350","14350","0.75","0.75","0.75"
"898","14366","14366","14366","0.84375","0.84375","0.84375","14366","14366","14366","0.5625","0.5625","0.5625"
"899","14382","14382","14382","0.53125","0.53125","0.53125","14382","14382","14382","0.875","0.875","0.875"
"900","14398","14398","14398","0.875","0.875","0.875","14398","14398","14398","0.90625","0.90625","0.90625"
"901","14414","14414","14414","0.5","0.5","0.5","14414","14414","14414","0.5","0.5","0.5"
"902","14430","14430","14430","0.5625","0.5625","0.5625","14430","14430","14430","0.75","0.75","0.75"
"903","14446","14446","14446","0.875","0.875","0.875","14446","14446","14446","0.84375","0.84375","0.84375"
"904","14462","14462","14462","0.59375","0.59375","0.59375","14462","14462","14462","0.46875","0.46875","0.46875"
"905","14478","14478","14478","0.8125","0.8125","0.8125","14478","14478","14478","0.875","0.875","0.875"
"906","14494","14494","14494","0.625","0.625","0.625","14494","14494","14494","0.8125","0.8125","0.8125"
"907","14510","14510","14510","0.75","0.75","0.75","14510","14510","14510","0.71875","0.71875","0.71875"
"908","14526","14526","14526","0.9375","0.9375","0.9375","14526","14526","14526","0.96875","0.96875","0.96875"
"909","14542","14542","14542","0.78125","0.78125","0.78125","14542","14542","14542","0.96875","0.96875","0.96875"
"910","14558","14558","14558","0.9375","0.9375","0.9375","14558","14558","14558","0.84375","0.84375","0.84375"
"911","14574","14574","14574","0.8125","0.8125","0.8125","14574","14574","14574","0.59375","0.59375","0.59375"
"912","14590","14590","14590","0.8125","0.8125","0.8125","14590","14590","14590","0.84375","0.84375","0.84375"
"913","14606","14606","14606","0.9375","0.9375","0.9375","14606","14606","14606","0.71875","0.71875","0.71875"
"914","14622","14622","14622","0.6875","0.6875","0.6875","14622","14622","14622","0.8125","0.8125","0.8125"
"915","14638","14638","14638","0.78125","0.78125","0.78125","14638","14638","14638","0.8125","0.8125","0.8125"
"916","14654","14654","14654","0.6875","0.6875","0.6875","14654","14654","14654","0.5","0.5","0.5"
"917","14670","14670","14670","0.8125","0.8125","0.8125","14670","14670","14670","0.875","0.875","0.875"
"918","14686","14686","14686","0.75","0.75","0.75","14686","14686","14686","0.78125","0.78125","0.78125"
"919","14702","14702","14702","0.8125","0.8125","0.8125","14702","14702","14702","0.625","0.625","0.625"
"920","14718","14718","14718","0.75","0.75","0.75","14718","14718","14718","0.46875","0.46875","0.46875"
"921","14734","14734","14734","0.875","0.875","0.875","14734","14734","14734","0.90625","0.90625","0.90625"
"922","14750","14750","14750","0.75","0.75","0.75","14750","14750","14750","1","1","1"
"923","14766","14766","14766","0.84375","0.84375","0.84375","14766","14766","14766","0.9375","0.9375","0.9375"
"924","14782","14782","14782","0.71875","0.71875","0.71875","14782","14782","14782","0.78125","0.78125","0.78125"
"925","14798","14798","14798","0.90625","0.90625","0.90625","14798","14798","14798","0.53125","0.53125","0.53125"
"926","14814","14814","14814","0.84375","0.84375","0.84375","14814","14814","14814","0.90625","0.90625","0.90625"
"927","14830","14830","14830","0.4375","0.4375","0.4375","14830","14830","14830","0.75","0.75","0.75"
"928","14846","14846","14846","0.8125","0.8125","0.8125","14846","14846","14846","0.90625","0.90625","0.90625"
"929","14862","14862","14862","0.875","0.875","0.875","14862","14862","14862","0.90625","0.90625","0.90625"
"930","14878","14878","14878","0.84375","0.84375","0.84375","14878","14878","14878","0.90625","0.90625","0.90625"
"931","14894","14894","14894","0.90625","0.90625","0.90625","14894","14894","14894","0.84375","0.84375","0.84375"
"932","14910","14910","14910","0.75","0.75","0.75","14910","14910","14910","0.625","0.625","0.625"
"933","14926","14926","14926","0.9375","0.9375","0.9375","14926","14926","14926","0.875","0.875","0.875"
"934","14942","14942","14942","0.59375","0.59375","0.59375","14942","14942","14942","0.78125","0.78125","0.78125"
"935","14958","14958","14958","0.84375","0.84375","0.84375","14958","14958","14958","0.84375","0.84375","0.84375"
"936","14974","14974","14974","0.90625","0.90625","0.90625","14974","14974","14974","0.71875","0.71875","0.71875"
"937","14990","14990","14990","0.4375","0.4375","0.4375","14990","14990","14990","0.71875","0.71875","0.71875"
"938","15006","15006","15006","0.875","0.875","0.875","15006","15006","15006","0.71875","0.71875","0.71875"
"939","15022","15022","15022","0.75","0.75","0.75","15022","15022","15022","0.5625","0.5625","0.5625"
"940","15038","15038","15038","0.8125","0.8125","0.8125","15038","15038","15038","0.75","0.75","0.75"
"941","15054","15054","15054","0.90625","0.90625","0.90625","15054","15054","15054","0.6875","0.6875","0.6875"
"942","15070","15070","15070","0.625","0.625","0.625","15070","15070","15070","0.84375","0.84375","0.84375"
"943","15086","15086","15086","0.875","0.875","0.875","15086","15086","15086","0.71875","0.71875","0.71875"
"944","15102","15102","15102","0.75","0.75","0.75","15102","15102","15102","0.6875","0.6875","0.6875"
"945","15118","15118","15118","0.96875","0.96875","0.96875","15118","15118","15118","0.8125","0.8125","0.8125"
"946","15134","15134","15134","0.78125","0.78125","0.78125","15134","15134","15134","0.6875","0.6875","0.6875"
"947","15150","15150","15150","0.71875","0.71875","0.71875","15150","15150","15150","0.6875","0.6875","0.6875"
"948","15166","15166","15166","0.75","0.75","0.75","15166","15166","15166","0.78125","0.78125","0.78125"
"949","15182","15182","15182","0.9375","0.9375","0.9375","15182","15182","15182","0.9375","0.9375","0.9375"
"950","15198","15198","15198","0.78125","0.78125","0.78125","15198","15198","15198","0.8125","0.8125","0.8125"
"951","15214","15214","15214","0.84375","0.84375","0.84375","15214","15214","15214","0.84375","0.84375","0.84375"
"952","15230","15230","15230","0.8125","0.8125","0.8125","15230","15230","15230","0.71875","0.71875","0.71875"
"953","15246","15246","15246","0.625","0.625","0.625","15246","15246","15246","0.8125","0.8125","0.8125"
"954","15262","15262","15262","0.6875","0.6875","0.6875","15262","15262","15262","0.8125","0.8125","0.8125"
"955","15278","15278","15278","0.6875","0.6875","0.6875","15278","15278","15278","0.59375","0.59375","0.59375"
"956","15294","15294","15294","0.9375","0.9375","0.9375","15294","15294","15294","0.78125","0.78125","0.78125"
"957","15310","15310","15310","0.6875","0.6875","0.6875","15310","15310","15310","0.84375","0.84375","0.84375"
"958","15326","15326","15326","0.75","0.75","0.75","15326","15326","15326","0.75","0.75","0.75"
"959","15342","15342","15342","0.75","0.75","0.75","15342","15342","15342","0.75","0.75","0.75"
"960","15358","15358","15358","0.90625","0.90625","0.90625","15358","15358","15358","0.75","0.75","0.75"
"961","15374","15374","15374","0.9375","0.9375","0.9375","15374","15374","15374","0.875","0.875","0.875"
"962","15390","15390","15390","0.625","0.625","0.625","15390","15390","15390","0.5","0.5","0.5"
"963","15406","15406","15406","1","1","1","15406","15406","15406","0.84375","0.84375","0.84375"
"964","15422","15422","15422","0.875","0.875","0.875","15422","15422","15422","0.75","0.75","0.75"
"965","15438","15438","15438","0.96875","0.96875","0.96875","15438","15438","15438","0.59375","0.59375","0.59375"
"966","15454","15454","15454","0.53125","0.53125","0.53125","15454","15454","15454","0.84375","0.84375","0.84375"
"967","15470","15470","15470","0.84375","0.84375","0.84375","15470","15470","15470","0.78125","0.78125","0.78125"
"968","15486","15486","15486","0.875","0.875","0.875","15486","15486","15486","0.75","0.75","0.75"
"969","15502","15502","15502","0.8125","0.8125","0.8125","15502","15502","15502","0.9375","0.9375","0.9375"
"970","15518","15518","15518","0.84375","0.84375","0.84375","15518","15518","15518","0.75","0.75","0.75"
"971","15534","15534","15534","0.78125","0.78125","0.78125","15534","15534","15534","0.71875","0.71875","0.71875"
"972","15550","15550","15550","0.90625","0.90625","0.90625","15550","15550","15550","0.8125","0.8125","0.8125"
"973","15566","15566","15566","0.875","0.875","0.875","15566","15566","15566","0.4375","0.4375","0.4375"
"974","15582","15582","15582","0.78125","0.78125","0.78125","15582","15582","15582","0.5625","0.5625","0.5625"
"975","15598","15598","15598","0.90625","0.90625","0.90625","15598","15598","15598","0.75","0.75","0.75"
"976","15614","15614","15614","0.78125","0.78125","0.78125","15614","15614","15614","0.8125","0.8125","0.8125"
"977","15630","15630","15630","0.625","0.625","0.625","15630","15630","15630","0.6875","0.6875","0.6875"
"978","15646","15646","15646","0.84375","0.84375","0.84375","15646","15646","15646","0.90625","0.90625","0.90625"
"979","15662","15662","15662","0.75","0.75","0.75","15662","15662","15662","0.75","0.75","0.75"
"980","15678","15678","15678","0.90625","0.90625","0.90625","15678","15678","15678","0.8125","0.8125","0.8125"
"981","15694","15694","15694","0.75","0.75","0.75","15694","15694","15694","0.84375","0.84375","0.84375"
"982","15710","15710","15710","0.84375","0.84375","0.84375","15710","15710","15710","0.75","0.75","0.75"
"983","15726","15726","15726","0.71875","0.71875","0.71875","15726","15726","15726","0.75","0.75","0.75"
"984","15742","15742","15742","0.875","0.875","0.875","15742","15742","15742","0.625","0.625","0.625"
"985","15758","15758","15758","0.875","0.875","0.875","15758","15758","15758","0.75","0.75","0.75"
"986","15774","15774","15774","0.9375","0.9375","0.9375","15774","15774","15774","0.65625","0.65625","0.65625"
"987","15790","15790","15790","0.75","0.75","0.75","15790","15790","15790","0.875","0.875","0.875"
"988","15806","15806","15806","0.96875","0.96875","0.96875","15806","15806","15806","0.75","0.75","0.75"
"989","15822","15822","15822","0.78125","0.78125","0.78125","15822","15822","15822","0.8125","0.8125","0.8125"
"990","15838","15838","15838","0.75","0.75","0.75","15838","15838","15838","0.6875","0.6875","0.6875"
"991","15854","15854","15854","0.46875","0.46875","0.46875","15854","15854","15854","0.625","0.625","0.625"
"992","15870","15870","15870","0.75","0.75","0.75","15870","15870","15870","0.84375","0.84375","0.84375"
"993","15886","15886","15886","0.53125","0.53125","0.53125","15886","15886","15886","0.96875","0.96875","0.96875"
"994","15902","15902","15902","0.71875","0.71875","0.71875","15902","15902","15902","0.6875","0.6875","0.6875"
"995","15918","15918","15918","0.84375","0.84375","0.84375","15918","15918","15918","0.90625","0.90625","0.90625"
"996","15934","15934","15934","0.84375","0.84375","0.84375","15934","15934","15934","0.8125","0.8125","0.8125"
"997","15950","15950","15950","0.78125","0.78125","0.78125","15950","15950","15950","0.6875","0.6875","0.6875"
"998","15966","15966","15966","0.65625","0.65625","0.65625","15966","15966","15966","0.84375","0.84375","0.84375"
"999","15982","15982","15982","0.71875","0.71875","0.71875","15982","15982","15982","0.5","0.5","0.5"
"1000","15998","15998","15998","0.90625","0.90625","0.90625","15998","15998","15998","0.8125","0.8125","0.8125"
"1001","16014","16014","16014","0.84375","0.84375","0.84375","16014","16014","16014","1","1","1"
"1002","16030","16030","16030","0.9375","0.9375","0.9375","16030","16030","16030","0.84375","0.84375","0.84375"
"1003","16046","16046","16046","0.9375","0.9375","0.9375","16046","16046","16046","0.71875","0.71875","0.71875"
"1004","16062","16062","16062","0.90625","0.90625","0.90625","16062","16062","16062","0.875","0.875","0.875"
"1005","16078","16078","16078","0.71875","0.71875","0.71875","16078","16078","16078","0.46875","0.46875","0.46875"
"1006","16094","16094","16094","0.90625","0.90625","0.90625","16094","16094","16094","0.65625","0.65625","0.65625"
"1007","16110","16110","16110","0.9375","0.9375","0.9375","16110","16110","16110","0.90625","0.90625","0.90625"
"1008","16126","16126","16126","0.6875","0.6875","0.6875","16126","16126","16126","0.90625","0.90625","0.90625"
"1009","16142","16142","16142","0.90625","0.90625","0.90625","16142","16142","16142","0.65625","0.65625","0.65625"
"1010","16158","16158","16158","0.90625","0.90625","0.90625","16158","16158","16158","0.65625","0.65625","0.65625"
"1011","16174","16174","16174","0.8125","0.8125","0.8125","16174","16174","16174","0.625","0.625","0.625"
"1012","16190","16190","16190","0.90625","0.90625","0.90625","16190","16190","16190","0.71875","0.71875","0.71875"
"1013","16206","16206","16206","0.6875","0.6875","0.6875","16206","16206","16206","0.9375","0.9375","0.9375"
"1014","16222","16222","16222","0.59375","0.59375","0.59375","16222","16222","16222","0.6875","0.6875","0.6875"
"1015","","","","","","","16238","16238","16238","0.875","0.875","0.875"
"1016","","","","","","","16254","16254","16254","0.625","0.625","0.625"
"1017","","","","","","","16270","16270","16270","0.84375","0.84375","0.84375"
"1018","","","","","","","16286","16286","16286","0.71875","0.71875","0.71875"
"1019","","","","","","","16302","16302","16302","0.6875","0.6875","0.6875"
"1020","","","","","","","16318","16318","16318","0.90625","0.90625","0.90625"
"1021","","","","","","","16334","16334","16334","0.90625","0.90625","0.90625"
"1022","","","","","","","16350","16350","16350","0.875","0.875","0.875"
"1023","","","","","","","16366","16366","16366","0.46875","0.46875","0.46875"
"1024","","","","","","","16382","16382","16382","0.875","0.875","0.875"
"1025","","","","","","","16398","16398","16398","0.84375","0.84375","0.84375"
"1026","","","","","","","16414","16414","16414","0.96875","0.96875","0.96875"
"1027","","","","","","","16430","16430","16430","0.53125","0.53125","0.53125"
"1028","","","","","","","16446","16446","16446","1","1","1"
"1029","","","","","","","16462","16462","16462","0.6875","0.6875","0.6875"
"1030","","","","","","","16478","16478","16478","0.875","0.875","0.875"
"1031","","","","","","","16494","16494","16494","0.75","0.75","0.75"
"1032","","","","","","","16510","16510","16510","0.90625","0.90625","0.90625"
"1033","","","","","","","16526","16526","16526","1","1","1"
"1034","","","","","","","16542","16542","16542","0.78125","0.78125","0.78125"
"1035","","","","","","","16558","16558","16558","0.90625","0.90625","0.90625"
"1036","","","","","","","16574","16574","16574","0.90625","0.90625","0.90625"
"1037","","","","","","","16590","16590","16590","0.8125","0.8125","0.8125"
"1038","","","","","","","16606","16606","16606","0.59375","0.59375","0.59375"
"1039","","","","","","","16622","16622","16622","0.8125","0.8125","0.8125"
"1040","","","","","","","16638","16638","16638","0.71875","0.71875","0.71875"
"1041","","","","","","","16654","16654","16654","0.71875","0.71875","0.71875"
"1042","","","","","","","16670","16670","16670","0.65625","0.65625","0.65625"
"1043","","","","","","","16686","16686","16686","0.90625","0.90625","0.90625"
"1044","","","","","","","16702","16702","16702","0.625","0.625","0.625"
"1045","","","","","","","16718","16718","16718","0.96875","0.96875","0.96875"
"1046","","","","","","","16734","16734","16734","0.46875","0.46875","0.46875"
"1047","","","","","","","16750","16750","16750","0.75","0.75","0.75"
"1048","","","","","","","16766","16766","16766","0.90625","0.90625","0.90625"
"1049","","","","","","","16782","16782","16782","0.71875","0.71875","0.71875"
"1050","","","","","","","16798","16798","16798","0.90625","0.90625","0.90625"
"1051","","","","","","","16814","16814","16814","0.71875","0.71875","0.71875"
"1052","","","","","","","16830","16830","16830","0.6875","0.6875","0.6875"
"1053","","","","","","","16846","16846","16846","0.75","0.75","0.75"
"1054","","","","","","","16862","16862","16862","1","1","1"
"1055","","","","","","","16878","16878","16878","0.8125","0.8125","0.8125"
"1056","","","","","","","16894","16894","16894","0.78125","0.78125","0.78125"
"1057","","","","","","","16910","16910","16910","0.84375","0.84375","0.84375"
"1058","","","","","","","16926","16926","16926","0.65625","0.65625","0.65625"
"1059","","","","","","","16942","16942","16942","0.875","0.875","0.875"
"1060","","","","","","","16958","16958","16958","0.71875","0.71875","0.71875"
"1061","","","","","","","16974","16974","16974","0.78125","0.78125","0.78125"
"1062","","","","","","","16990","16990","16990","0.84375","0.84375","0.84375"
"1063","","","","","","","17006","17006","17006","0.625","0.625","0.625"
"1064","","","","","","","17022","17022","17022","0.3125","0.3125","0.3125"
"1065","","","","","","","17038","17038","17038","0.75","0.75","0.75"
"1066","","","","","","","17054","17054","17054","0.5625","0.5625","0.5625"
"1067","","","","","","","17070","17070","17070","0.8125","0.8125","0.8125"
"1068","","","","","","","17086","17086","17086","0.65625","0.65625","0.65625"
"1069","","","","","","","17102","17102","17102","0.875","0.875","0.875"
"1070","","","","","","","17118","17118","17118","0.9375","0.9375","0.9375"
"1071","","","","","","","17134","17134","17134","1","1","1"
"1072","","","","","","","17150","17150","17150","0.6875","0.6875","0.6875"
"1073","","","","","","","17166","17166","17166","0.71875","0.71875","0.71875"
"1074","","","","","","","17182","17182","17182","0.875","0.875","0.875"
"1075","","","","","","","17198","17198","17198","0.84375","0.84375","0.84375"
"1076","","","","","","","17214","17214","17214","0.625","0.625","0.625"
"1077","","","","","","","17230","17230","17230","0.5","0.5","0.5"
"1078","","","","","","","17246","17246","17246","0.96875","0.96875","0.96875"
"1079","","","","","","","17262","17262","17262","0.71875","0.71875","0.71875"
"1080","","","","","","","17278","17278","17278","0.6875","0.6875","0.6875"
"1081","","","","","","","17294","17294","17294","0.59375","0.59375","0.59375"
"1082","","","","","","","17310","17310","17310","0.9375","0.9375","0.9375"
"1083","","","","","","","17326","17326","17326","0.71875","0.71875","0.71875"
"1084","","","","","","","17342","17342","17342","0.90625","0.90625","0.90625"
"1085","","","","","","","17358","17358","17358","0.75","0.75","0.75"
"1086","","","","","","","17374","17374","17374","0.78125","0.78125","0.78125"
"1087","","","","","","","17390","17390","17390","0.71875","0.71875","0.71875"
"1088","","","","","","","17406","17406","17406","0.46875","0.46875","0.46875"
"1089","","","","","","","17422","17422","17422","0.625","0.625","0.625"
"1090","","","","","","","17438","17438","17438","0.5625","0.5625","0.5625"
"1091","","","","","","","17454","17454","17454","0.625","0.625","0.625"
"1092","","","","","","","17470","17470","17470","0.53125","0.53125","0.53125"
"1093","","","","","","","17486","17486","17486","0.90625","0.90625","0.90625"
"1094","","","","","","","17502","17502","17502","0.875","0.875","0.875"
"1095","","","","","","","17518","17518","17518","0.71875","0.71875","0.71875"
"1096","","","","","","","17534","17534","17534","0.71875","0.71875","0.71875"
"1097","","","","","","","17550","17550","17550","0.6875","0.6875","0.6875"
"1098","","","","","","","17566","17566","17566","0.8125","0.8125","0.8125"
"1099","","","","","","","17582","17582","17582","0.875","0.875","0.875"
"1100","","","","","","","17598","17598","17598","0.84375","0.84375","0.84375"
"1101","","","","","","","17614","17614","17614","0.5625","0.5625","0.5625"
"1102","","","","","","","17630","17630","17630","0.65625","0.65625","0.65625"
"1103","","","","","","","17646","17646","17646","1","1","1"
"1104","","","","","","","17662","17662","17662","0.75","0.75","0.75"
"1105","","","","","","","17678","17678","17678","0.96875","0.96875","0.96875"
"1106","","","","","","","17694","17694","17694","0.65625","0.65625","0.65625"
"1107","","","","","","","17710","17710","17710","0.8125","0.8125","0.8125"
"1108","","","","","","","17726","17726","17726","0.9375","0.9375","0.9375"
"1109","","","","","","","17742","17742","17742","0.6875","0.6875","0.6875"
"1110","","","","","","","17758","17758","17758","0.71875","0.71875","0.71875"
"1111","","","","","","","17774","17774","17774","0.84375","0.84375","0.84375"
"1112","","","","","","","17790","17790","17790","0.78125","0.78125","0.78125"
"1113","","","","","","","17806","17806","17806","0.65625","0.65625","0.65625"
"1114","","","","","","","17822","17822","17822","1","1","1"
"1115","","","","","","","17838","17838","17838","0.875","0.875","0.875"
"1116","","","","","","","17854","17854","17854","0.59375","0.59375","0.59375"
"1117","","","","","","","17870","17870","17870","0.78125","0.78125","0.78125"
"1118","","","","","","","17886","17886","17886","0.625","0.625","0.625"
