month,generated_count,real_count,avg_similarity
2024-08,40,2092,0.4911750890314579
2024-09,40,2148,0.47299603149294855
2024-10,40,2262,0.49721370823681355
2024-11,40,2021,0.4738112695515156
2024-12,40,1855,0.515038150548935
2025-01,40,2329,0.48989320173859596
2025-02,40,2034,0.473536204919219
